id,Neighbourhood or locality,location,Zip,Type,Subtype,Price,Transaction Type,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
10578183,Oost-Vlaanderen,geraardsbergen%20moerbeke,9500,house group,house group,327000 - 329000,for sale,,,,,,,,,,,,,
10578809,,liedekerke,1770,house,house,349000,for sale,3.0,180  m² square meters,Hyper equipped,No,,,25  m²  square meters,,150  m²  square meters,256  m²  square meters,2.0,,As new
10578941,,sint-andries,8200,house,house,625000,for sale,3.0,185  m² square meters,Hyper equipped,No,,,,,400  m²  square meters,539  m²  square meters,3.0,No,As new
10577515,Grand Liège,seraing,4100,house,house,149000,for sale,2.0,105  m² square meters,Semi equipped,No,,Yes,,,25  m²  square meters,105  m²  square meters,2.0,,Good
10577846,,andenne,5300,house,house,335000,for sale,4.0,209  m² square meters,Installed,,,Yes,,Yes,,2185  m²  square meters,4.0,,Good
10577784,,welle,9473,house group,house group,397000 - 449500,for sale,,,,,,,,,,,,,
10523130,,forest,1190,house,house,545000,for sale,4.0,254  m² square meters,USA installed,,,,45  m²  square meters,,,260  m²  square meters,2.0,No,To be done up
10576930,Bruxelles (19 communes),laeken,1020,house,apartment block,730000,for sale,6.0,300  m² square meters,Hyper equipped,,,,10  m²  square meters,,320  m²  square meters,506  m²  square meters,2.0,No,To be done up
10579000,Oost-Vlaanderen,nevele%20merendree,9850,house,house,460000,for sale,4.0,165  m² square meters,USA hyper equipped,No,,,25  m²  square meters,,110  m²  square meters,196  m²  square meters,3.0,No,As new
10576317,Liège environs,herstal,4040,house,house,164000,for sale,4.0,167  m² square meters,Installed,No,,,80  m²  square meters,,,90  m²  square meters,3.0,No,Good
10576319,Oupeye,oupeye,4680,house,house,234000,for sale,4.0,173  m² square meters,Installed,No,,,38  m²  square meters,,300  m²  square meters,513  m²  square meters,3.0,No,Good
10576147,,ronse,9600,house,house,265000,for sale,4.0,168  m² square meters,Installed,No,,,20  m²  square meters,,82  m²  square meters,182  m²  square meters,2.0,No,Just renovated
10572904,Liège environs,welkenraedt,4841,house,apartment block,235000,for sale,5.0,230  m² square meters,USA installed,No,,,,,339  m²  square meters,432  m²  square meters,3.0,No,Good
10572903,Liège environs,welkenraedt,4841,house,house,235000,for sale,5.0,230  m² square meters,Not installed,No,,,,,339  m²  square meters,432  m²  square meters,3.0,No,Good
10574972,,antwerp,2060,house,house,239000,for sale,5.0,150  m² square meters,Installed,,,,5  m²  square meters,,,56  m²  square meters,2.0,,To be done up
10572509,Vlaamse Ardennen,wortegem-petegem,9790,house,house,274000,for sale,4.0,145  m² square meters,Hyper equipped,No,,,25  m²  square meters,,180  m²  square meters,270  m²  square meters,2.0,No,Good
10572508,Vlaamse Ardennen,ronse,9600,house,villa,419000,for sale,5.0,202  m² square meters,Installed,No,,,20  m²  square meters,,850  m²  square meters,1541  m²  square meters,4.0,No,Good
10574088,,sint-niklaas,9100,house group,house group,479500 - 479500,for sale,,,,,,,,,,,,,
10575171,,bruxelles,1130,house group,house group,521000 - 561000,for sale,,,,,,,,,,,,,
10575189,,machelen,1830,house group,house group,521000 - 561000,for sale,,,,,,,,,,,,,
10572922,,kampenhout,1910,house,exceptional property,750000,for sale,4.0,306  m² square meters,Hyper equipped,,,,28  m²  square meters,,,3113  m²  square meters,3.0,Yes,Good
10572861,Projets Bruxelles Sud,uccle,1180,house group,house group,774500 - 850000,for sale,,,,,,,,,,,,,
10570096,,ronse,9600,house,house,249000,for sale,4.0,169  m² square meters,Installed,No,,,25  m²  square meters,,85  m²  square meters,190  m²  square meters,2.0,No,As new
10571609,,noiseux,5377,house,house,259000,for sale,3.0,180  m² square meters,Installed,,,,61  m²  square meters,,431  m²  square meters,542  m²  square meters,2.0,No,Good
10571092,,tienen,3300,house,house,279000,for sale,3.0,140  m² square meters,Installed,,,,20  m²  square meters,,115  m²  square meters,175  m²  square meters,2.0,,Good
10570091,Hannut et 5 kms,berloz,4257,house,house,300000,for sale,3.0,190  m² square meters,Installed,No,,,30  m²  square meters,,430  m²  square meters,659  m²  square meters,2.0,,Good
10570109,Omgeving Kraainem,wezembeek-oppem,1970,house,house,349000,for sale,3.0,80  m² square meters,Installed,No,,,28  m²  square meters,,60  m²  square meters,170  m²  square meters,3.0,No,To be done up
10570097,Vlaamse Ardennen,ronse,9600,house,mixed use building,375000,for sale,6.0,235  m² square meters,Semi equipped,No,,,20  m²  square meters,,350  m²  square meters,650  m²  square meters,3.0,No,To be done up
10571364,,lille,2275,house group,house group,429920.78 - 435920.78,for sale,,,,,,,,,,,,,
10569632,,olen,2250,house group,house group,459000 - 459000,for sale,,,,,,,,,,,,,
10569847,Grand Liège,herstal,4040,house,mixed use building,575000,for sale,3.0,136  m² square meters,Not installed,No,,,14  m²  square meters,,,2209  m²  square meters,3.0,No,To be done up
10569863,Zuiden van Antwerpen,mechelen,2800,house,mansion,850000,for sale,7.0,370  m² square meters,Installed,,,,50  m²  square meters,,1060  m²  square meters,1269  m²  square meters,4.0,,To renovate
10578381,Omgeving Kraainem,wezembeek-oppem,1970,house,villa,775000,for sale,3.0,200  m² square meters,Hyper equipped,No,,Yes,,,,669  m²  square meters,4.0,No,Good
10578737,,zaventem,1930,house,mixed use building,990000,for sale,5.0,490  m² square meters,Hyper equipped,,,,70  m²  square meters,,800  m²  square meters,985  m²  square meters,3.0,,As new
10578736,,zaventem,1930,house,house,990000,for sale,7.0,490  m² square meters,Hyper equipped,,,,70  m²  square meters,,800  m²  square meters,985  m²  square meters,3.0,,As new
10437329,,saint-hubert,6870,house,house,99000,for sale,2.0,81  m² square meters,Semi equipped,No,,Yes,,,,65  m²  square meters,2.0,No,To be done up
10568915,,nassogne,6950,house,apartment block,325000,for sale,4.0,235  m² square meters,USA semi equipped,No,,,,,,122  m²  square meters,2.0,No,Good
10567484,Zone Sud Province du Luxembourg,libramont-chevigny,6800,house,villa,329000,for sale,5.0,140  m² square meters,Semi equipped,No,,,800  m²  square meters,,200  m²  square meters,1011  m²  square meters,4.0,No,To renovate
10567419,Gent en omstreken,gent,9000,house,house,335000,for sale,3.0,154  m² square meters,USA semi equipped,No,,,,,8  m²  square meters,55  m²  square meters,2.0,No,To be done up
10567607,,zwevegem,8550,house group,house group,344000 - 344000,for sale,,,,,,,,,,,,,
10567730,,affligem,1790,house group,house group,377500 - 419500,for sale,,,,,,,,,,,,,
10569159,,sint-katelijne-waver,2860,house group,house group,449500 - 449500,for sale,,,,,,,,,,,,,
10567511,,watermael-boitsfort,1170,house,house,499500,for sale,3.0,138  m² square meters,USA installed,No,,,20  m²  square meters,,50  m²  square meters,100  m²  square meters,2.0,No,Good
10576931,Bruxelles (19 communes),laeken,1020,house,mixed use building,425000,for sale,2.0,100  m² square meters,USA semi equipped,No,,,,,,52  m²  square meters,2.0,,To be done up
10577007,,halle,1500,house,house,590000,for sale,3.0,175  m² square meters,Installed,,,Yes,,,,562  m²  square meters,4.0,,Good
10577008,,buizingen,1501,house,house,590000,for sale,3.0,175  m² square meters,Installed,,,Yes,,,,562  m²  square meters,4.0,,Good
10576363,BRABANT FLAMAND,beersel,1653,house,country cottage,295000,for sale,3.0,120  m² square meters,Installed,No,,,,,280  m²  square meters,403  m²  square meters,3.0,No,To renovate
10576481,,desselgem,8792,house,villa,419000,for sale,3.0,185  m² square meters,Installed,,,Yes,,,,558  m²  square meters,4.0,,Good
10575505,,bassevelde,9968,house,country cottage,749000,for sale,4.0,296  m² square meters,Installed,No,2.0,,,,350  m²  square meters,23417  m²  square meters,4.0,No,To renovate
10576156,,rixensart,1330,house,house,795000,for sale,4.0,225  m² square meters,Hyper equipped,No,,Yes,,,,2000  m²  square meters,4.0,No,Good
10576001,Périphérie (- de 20 Km autour de Bruxelles),tervuren,3080,house,house,1330000,for sale,5.0,520  m² square meters,USA hyper equipped,No,,Yes,,,,4000  m²  square meters,4.0,Yes,Good
10578380,Omgeving Kraainem,kraainem,1950,house,house,895000,for sale,5.0,250  m² square meters,USA hyper equipped,,,,25  m²  square meters,,728  m²  square meters,818  m²  square meters,3.0,No,As new
10566398,,puurs,2870,house,mansion,439000,for sale,4.0,282  m² square meters,Installed,,,,40  m²  square meters,Yes,,497  m²  square meters,2.0,,To be done up
10566078,Oost-Vlaanderen,ninove,9400,house,mansion,615000,for sale,5.0,450  m² square meters,Installed,No,,Yes,,,1100  m²  square meters,1260  m²  square meters,4.0,No,Good
10522729,,herent,3020,house,villa,645000,for sale,5.0,339  m² square meters,Installed,,,,13  m²  square meters,,580  m²  square meters,794  m²  square meters,4.0,No,As new
10572641,,dilbeek,1700,house,house,279000,for sale,3.0,135  m² square meters,Semi equipped,No,,Yes,,,,205  m²  square meters,2.0,,To renovate
10574035,,halle,1500,house,house,359000,for sale,3.0,110  m² square meters,Installed,,,,,,,264  m²  square meters,2.0,,Good
10573603,,huy,4500,house,house,395000,for sale,3.0,229  m² square meters,Installed,,,,35  m²  square meters,,586  m²  square meters,770  m²  square meters,2.0,,As new
10574320,Pagodes,bruxelles,1120,house,house,429000,for sale,4.0,180  m² square meters,Installed,No,,,33  m²  square meters,,120  m²  square meters,260  m²  square meters,2.0,No,To be done up
10057683,,roosdaal,1760,house,mixed use building,460000,for sale,5.0,377  m² square meters,Hyper equipped,No,,Yes,,,,975  m²  square meters,3.0,No,Good
10574952,,waregem,8790,house,house,495000,for sale,3.0,220  m² square meters,Hyper equipped,,,Yes,,,,594  m²  square meters,3.0,,Good
10573517,,auderghem,1160,house,house,549000,for sale,5.0,200  m² square meters,Installed,No,,,18  m²  square meters,,,94  m²  square meters,3.0,No,Good
10574546,Waterloo,waterloo,1410,house,villa,595000,for sale,4.0,151  m² square meters,Installed,No,,Yes,,,460  m²  square meters,544  m²  square meters,4.0,Yes,Good
10574203,Bruxelles,anderlecht,1070,house,exceptional property,1995000,for sale,5.0,700  m² square meters,USA hyper equipped,No,,,175  m²  square meters,,300  m²  square meters,2500  m²  square meters,4.0,No,As new
10564022,Liège environs,liege,4000,house,house,99000,for sale,4.0,123  m² square meters,Not installed,No,,,,,,60  m²  square meters,3.0,No,To renovate
10564982,,antwerp,2060,house,mixed use building,169000,for sale,2.0,61  m² square meters,Installed,,,,,,,60  m²  square meters,3.0,,Just renovated
10564986,Oud Borgerhout,antwerp,2060,house,mixed use building,199000,for sale,2.0,95  m² square meters,Installed,,,,4  m²  square meters,,,253  m²  square meters,2.0,,Good
10193358,Nivelles,nivelles,1400,house,mansion,360000,for sale,4.0,207  m² square meters,Installed,No,,Yes,,,518  m²  square meters,608  m²  square meters,2.0,,To be done up
10563785,Hesbaye,donceel,4357,house,house,425000,for sale,4.0,330  m² square meters,Installed,No,,,120  m²  square meters,,850  m²  square meters,1570  m²  square meters,4.0,,Good
10564815,,jodoigne,1370,house,house,639000,for sale,4.0,272  m² square meters,Hyper equipped,No,,,50  m²  square meters,,2200  m²  square meters,3370  m²  square meters,4.0,Yes,As new
10570495,Brabant Wallon,ottignies-louvain-la-neuve,1348,house,house,475000,for sale,3.0,123  m² square meters,USA installed,,,,32  m²  square meters,,195  m²  square meters,253  m²  square meters,2.0,,Good
10571758,,wetteren,9230,house,exceptional property,690000,for sale,7.0,405  m² square meters,Installed,Yes,,,,,4534  m²  square meters,4534  m²  square meters,4.0,,To renovate
10569827,Liège,liege,4000,house,house,750000,for sale,5.0,279  m² square meters,Installed,No,,Yes,,,,596  m²  square meters,3.0,,To be done up
10569850,Bruxelles Est,schaerbeek,1030,house,house,895000,for sale,5.0,310  m² square meters,Hyper equipped,No,,,1  m²  square meter,,50  m²  square meters,124  m²  square meters,2.0,No,As new
10576318,Liège environs,li%C3%A8ge%20wandre,4020,house,house,59000,for sale,4.0,144  m² square meters,Not installed,No,,,,,,80  m²  square meters,2.0,,To renovate
10561682,9120 Beveren met deelgemeenten,beveren,9120,house,house,235000,for sale,3.0,155  m² square meters,Semi equipped,No,,,15  m²  square meters,,115  m²  square meters,228  m²  square meters,2.0,No,To renovate
10562540,,wielsbeke,8710,house group,house group,342406 - 388548,for sale,,,,,,,,,,,,,
10560751,Oost-Vlaanderen,brakel,9660,house group,house group,375000 - 485000,for sale,,,,,,,,,,,,,
10561076,Huy et 5kms,andenne,5300,house,villa,440000,for sale,3.0,195  m² square meters,Installed,No,,,30  m²  square meters,,515  m²  square meters,870  m²  square meters,4.0,,As new
10560729,Bruxelles (19 communes),woluwe-saint-lambert,1200,house,house,620000,for sale,4.0,187  m² square meters,Installed,No,,,20  m²  square meters,,70  m²  square meters,130  m²  square meters,2.0,No,Good
10568406,,jemeppe,4101,house,house,239500,for sale,3.0,143  m² square meters,Installed,,,,,Yes,,493  m²  square meters,3.0,,Good
10567812,,jemeppe,4101,house,house,239500,for sale,3.0,143  m² square meters,Installed,,,,,Yes,,493  m²  square meters,3.0,,Good
10568904,,nossegem,1930,house,house,715000,for sale,5.0,310  m² square meters,Hyper equipped,,1.0,,50  m²  square meters,,989  m²  square meters,1200  m²  square meters,2.0,No,As new
10574391,,gembloux,5030,house,house,275000,for sale,4.0,161  m² square meters,Installed,,1.0,,,,673  m²  square meters,875  m²  square meters,2.0,,Good
10574079,,wandre,4020,house,villa,460000,for sale,5.0,328  m² square meters,Installed,No,,,,,,1440  m²  square meters,4.0,,As new
10576938,R LLN MSG Wavre,villers-la-ville,1495,house,house,325000,for sale,3.0,125  m² square meters,USA semi equipped,No,,,8  m²  square meters,,,70  m²  square meters,2.0,,As new
10512618,,pont-a-celles,6230,house,house,160000,for sale,2.0,130  m² square meters,Installed,No,,,18  m²  square meters,,110  m²  square meters,250  m²  square meters,2.0,No,Good
10579072,Vlaamse Ardennen,ronse,9600,house,house,175000,for sale,4.0,194  m² square meters,Semi equipped,No,,,20  m²  square meters,,100  m²  square meters,200  m²  square meters,2.0,No,To be done up
10579070,,ellezelles,7890,house,bungalow,349500,for sale,4.0,185  m² square meters,Semi equipped,No,,,40  m²  square meters,,800  m²  square meters,1204  m²  square meters,4.0,No,Good
10579240,DAILLY,schaerbeek,1030,house,house,850000,for sale,5.0,300  m² square meters,Hyper equipped,No,,Yes,,,100  m²  square meters,180  m²  square meters,2.0,,As new
10557728,Oupeye,oupeye,4680,house,house,219000,for sale,4.0,185  m² square meters,Installed,No,,,72  m²  square meters,,,205  m²  square meters,3.0,No,Good
10557227,Grand Liège,seraing,4100,house,house,244000,for sale,4.0,125  m² square meters,Installed,No,,,108  m²  square meters,,28  m²  square meters,229  m²  square meters,2.0,No,Good
10557395,Oost-Vlaanderen,geraardsbergen,9500,house group,house group,329000 - 329000,for sale,,,,,,,,,,,,,
10559828,,otegem,8553,house group,house group,344871 - 392332,for sale,,,,,,,,,,,,,
10559699,Bruxelles-Ouest,anderlecht,1070,house,house,425000,for sale,3.0,180  m² square meters,Hyper equipped,No,,,,,70  m²  square meters,154  m²  square meters,3.0,No,Good
10557110,Brabant Wallon,rixensart,1330,house,house,425000,for sale,3.0,173  m² square meters,Semi equipped,No,,,15  m²  square meters,,333  m²  square meters,428  m²  square meters,3.0,No,To renovate
10557604,,olen,2250,house group,house group,490000 - 490000,for sale,,,,,,,,,,,,,
10557112,Brabant Wallon,rixensart,1330,house,villa,499000,for sale,6.0,185  m² square meters,Installed,No,,,21  m²  square meters,,206  m²  square meters,302  m²  square meters,4.0,No,To be done up
10557390,Gent en omstreken,gent%20sint-amandsberg,9040,house group,house group,535000 - 540000,for sale,,,,,,,,,,,,,
10557403,Oost-Vlaanderen,aalst,9300,house,mixed use building,850000,for sale,8.0,1264  m² square meters,Installed,No,,Yes,,,,430  m²  square meters,2.0,No,To renovate
10570483,,koksijde,8670,house,house,750000,for sale,5.0,170  m² square meters,Hyper equipped,Yes,,,30  m²  square meters,,60  m²  square meters,266  m²  square meters,3.0,,As new
10576597,,halle,1500,house,house,845000,for sale,4.0,253  m² square meters,Installed,,,Yes,,,550  m²  square meters,1170  m²  square meters,3.0,,Just renovated
10578398,Zone Province du Hainaut,charleroi,6042,house,house,135000,for sale,3.0,103  m² square meters,USA semi equipped,No,,Yes,,,,80  m²  square meters,2.0,No,Good
10578301,Oost- Vlaanderen,wichelen,9260,house,house,349000,for sale,2.0,150  m² square meters,Hyper equipped,,,,90  m²  square meters,,90  m²  square meters,240  m²  square meters,3.0,,As new
10578389,,menen,8930,house,house,365000,for sale,5.0,250  m² square meters,Semi equipped,No,,,35  m²  square meters,,700  m²  square meters,970  m²  square meters,4.0,No,Good
10556366,,westerlo,2260,house group,house group,397000 - 397000,for sale,,,,,,,,,,,,,
10417975,,gooik,1755,house,house,399000,for sale,3.0,180  m² square meters,Semi equipped,,,,24  m²  square meters,,,1150  m²  square meters,4.0,,To be done up
10554707,,ixelles,1050,house,house,899000,for sale,4.0,282  m² square meters,Installed,No,,,,,80  m²  square meters,163  m²  square meters,2.0,,To be done up
10566274,9120 Beveren met deelgemeenten,beveren%20melsele,9120,house,house,349000,for sale,3.0,154  m² square meters,Installed,No,,,25  m²  square meters,,350  m²  square meters,622  m²  square meters,4.0,No,Good
10566163,,kortrijk,8500,house,villa,1275000,for sale,5.0,456  m² square meters,Installed,No,,,70  m²  square meters,,900  m²  square meters,1681  m²  square meters,4.0,No,As new
10482344,Brabant Flamand,overijse,3090,house,villa,710000,for sale,5.0,260  m² square meters,Semi equipped,No,,Yes,,,557  m²  square meters,675  m²  square meters,4.0,No,To be done up
10574937,,steenokkerzeel,1820,house,house,435000,for sale,3.0,194  m² square meters,Semi equipped,,1.0,,30  m²  square meters,,115  m²  square meters,350  m²  square meters,3.0,,Just renovated
10574163,Quartier Joli-Bois,waterloo,1410,house,villa,695000,for sale,5.0,252  m² square meters,Hyper equipped,No,1.0,,40  m²  square meters,,450  m²  square meters,786  m²  square meters,4.0,,To be done up
10572558,Périphérie (- de 20 Km autour de Bruxelles),waterloo,1410,house,house,735000,for sale,3.0,170  m² square meters,USA installed,No,,,12  m²  square meters,,1200  m²  square meters,1200  m²  square meters,4.0,,Good
10573814,,nivelles,1400,house,mixed use building,950000,for sale,7.0,1137  m² square meters,,No,,Yes,,,,674  m²  square meters,2.0,No,Good
10577592,,halanzy,6792,house,house,235000,for sale,3.0,135  m² square meters,Semi equipped,,,,,Yes,,580  m²  square meters,4.0,,To renovate
10577525,,ottignies-louvain-la-neuve,1340,house,villa,650000,for sale,4.0,248  m² square meters,USA hyper equipped,No,,,100  m²  square meters,,666  m²  square meters,1115  m²  square meters,4.0,Yes,Good
10553399,,clavier-station,4560,house,house,299000,for sale,4.0,262  m² square meters,Installed,,,,60  m²  square meters,,547  m²  square meters,739  m²  square meters,4.0,,Good
10554011,,beuzet,5030,house group,house group,309999 - 369999,for sale,,,,,,,,,,,,,
10552972,,hotton,6990,house,villa,365000,for sale,3.0,162  m² square meters,Installed,No,,,30  m²  square meters,,1039  m²  square meters,1039  m²  square meters,4.0,Yes,As new
10555241,Vlaams-Brabant Noorden,steenokkerzeel,1820,house,bungalow,425000,for sale,3.0,140  m² square meters,USA installed,No,,,24  m²  square meters,,260  m²  square meters,800  m²  square meters,4.0,No,To be done up
10553535,,noorderwijk,2200,house group,house group,450000 - 495000,for sale,,,,,,,,,,,,,
10564525,,jehay,4540,house,house,295000,for sale,2.0,130  m² square meters,Hyper equipped,,1.0,,100  m²  square meters,,1700  m²  square meters,2041  m²  square meters,4.0,,As new
10441256,,halle,1500,house,house,299000,for sale,3.0,160  m² square meters,Semi equipped,,,Yes,,,,298  m²  square meters,2.0,,To be done up
10564281,Arrondissement Arlon,arlon,6700,house,house,350000,for sale,5.0,234  m² square meters,,,,,9  m²  square meters,,291  m²  square meters,406  m²  square meters,2.0,No,To be done up
10547309,Gent en omstreken,gavere,9890,house,house,352500,for sale,3.0,144  m² square meters,Hyper equipped,No,,,12  m²  square meters,,35  m²  square meters,191  m²  square meters,3.0,No,As new
10547307,Gent en omstreken,gavere,9890,house,house,358500,for sale,3.0,152  m² square meters,Hyper equipped,No,,,12  m²  square meters,,44  m²  square meters,208  m²  square meters,3.0,No,As new
10565183,,walshoutem,3401,house,villa,439000,for sale,3.0,157  m² square meters,Not installed,,,,32  m²  square meters,,,1796  m²  square meters,4.0,,Good
10564486,Bruxelles Nord,jette,1090,house,house,469000,for sale,4.0,171  m² square meters,Installed,No,,,,,42  m²  square meters,112  m²  square meters,2.0,,Good
10563818,Brabant Flamand,oud-heverlee,3053,house,house,495000,for sale,4.0,165  m² square meters,Installed,No,,Yes,,,647  m²  square meters,647  m²  square meters,4.0,,Good
10564997,,waregem,8790,house,villa,585000,for sale,5.0,220  m² square meters,Installed,,1.0,Yes,,,,729  m²  square meters,4.0,,Good
10566137,,waterloo,1410,house,villa,595000,for sale,3.0,215  m² square meters,Installed,,,Yes,,,1100  m²  square meters,1284  m²  square meters,4.0,No,To renovate
10563351,,thimister-clermont,4890,house,house,599000,for sale,5.0,286  m² square meters,Installed,No,,Yes,,,1334  m²  square meters,1334  m²  square meters,4.0,,Good
10565102,,gooik,1755,house,house,695000,for sale,4.0,240  m² square meters,Installed,,,Yes,,,,1040  m²  square meters,4.0,,Good
10566240,1 - Bruxelles Est,kraainem,1950,house,house,1250000,for sale,5.0,264  m² square meters,Installed,No,,,15  m²  square meters,,800  m²  square meters,1375  m²  square meters,4.0,,Good
10564829,Baron Huart,kraainem,1950,house,house,1250000,for sale,5.0,264  m² square meters,Installed,,1.0,,11  m²  square meters,,800  m²  square meters,1375  m²  square meters,4.0,,Good
10571664,,pipaix,7904,house,house,330000,for sale,6.0,300  m² square meters,Installed,,,,,,,744  m²  square meters,4.0,,Good
10431562,,gooik,1755,house,house,459000,for sale,3.0,322  m² square meters,Installed,,,,20  m²  square meters,Yes,,861  m²  square meters,4.0,,Good
10570799,,gavere,9890,house,house,895000,for sale,6.0,350  m² square meters,Installed,,1.0,,30  m²  square meters,Yes,,626  m²  square meters,4.0,Yes,As new
10576320,Liège environs,vis%C3%A9,4600,house,house,139000,for sale,2.0,106  m² square meters,Semi equipped,No,,,7  m²  square meters,,70  m²  square meters,284  m²  square meters,2.0,No,To be done up
10575697,,gent,9000,house,house,345000,for sale,3.0,119  m² square meters,Installed,,,,,,,50  m²  square meters,3.0,,To restore
10576725,bloemekenswijk,gent,9000,house,house,354000,for sale,3.0,163  m² square meters,Semi equipped,,,,,Yes,,330  m²  square meters,3.0,,To renovate
10575935,,seneffe,7180,house,apartment block,555000,for sale,7.0,383  m² square meters,Semi equipped,No,,,50  m²  square meters,,500  m²  square meters,711  m²  square meters,2.0,Yes,To be done up
10538585,,jumet,6040,house,house,210000,for sale,2.0,100  m² square meters,Hyper equipped,,,,,,60  m²  square meters,265  m²  square meters,1.0,,Just renovated
10561864,,seraing,4102,house,house,240000,for sale,3.0,180  m² square meters,Installed,,1.0,,,,55  m²  square meters,150  m²  square meters,3.0,,To be done up
10561649,Nord /Ouest Bruxelles,anderlecht,1070,house,house,345000,for sale,3.0,157  m² square meters,Hyper equipped,No,,,8  m²  square meters,,,70  m²  square meters,2.0,No,Good
10560702,Brabant Wallon,rixensart%20genval,1332,house,villa,349000,for sale,3.0,112  m² square meters,Installed,No,,,50  m²  square meters,,897  m²  square meters,984  m²  square meters,4.0,No,To be done up
10562353,,gooik,1755,house,house,349000,for sale,1.0,150  m² square meters,Semi equipped,,,Yes,,,,798  m²  square meters,4.0,,To be done up
10562576,,londerzeel,1840,house,house,425000,for sale,3.0,190  m² square meters,Installed,,,,195  m²  square meters,,450  m²  square meters,814  m²  square meters,4.0,,Good
10522666,,gooik,1755,house,house,449000,for sale,3.0,185  m² square meters,Installed,,,Yes,,,,2592  m²  square meters,4.0,,To be done up
10561440,BXL Sud,ixelles,1050,house,house,497000,for sale,4.0,185  m² square meters,Installed,No,,,4  m²  square meters,,49  m²  square meters,185  m²  square meters,2.0,No,To renovate
10562536,Bruxelles (19 communes),anderlecht,1070,house,house,510000,for sale,3.0,235  m² square meters,Installed,Yes,,,15  m²  square meters,,75  m²  square meters,238  m²  square meters,3.0,No,As new
10561314,,beersel,1650,house,house,695000,for sale,5.0,253  m² square meters,Semi equipped,,1.0,,,,,1375  m²  square meters,4.0,,To be done up
10560893,,saint-gilles,1060,house,apartment block,795000,for sale,6.0,450  m² square meters,Not installed,,,,,,12  m²  square meters,190  m²  square meters,2.0,No,To renovate
10566214,,ninove,9400,house,house,177500,for sale,2.0,114  m² square meters,Semi equipped,,,Yes,,,,174  m²  square meters,2.0,No,Good
10566254,Oupeye,oupeye,4682,house,house,339000,for sale,3.0,167  m² square meters,Hyper equipped,No,,,68  m²  square meters,,140  m²  square meters,347  m²  square meters,3.0,No,As new
10565759,Bruxelles Est,schaerbeek,1030,house,apartment block,1200000,for sale,9.0,485  m² square meters,USA installed,No,,,32  m²  square meters,,58  m²  square meters,185  m²  square meters,2.0,No,As new
10569285,,wezembeek-oppem,1970,house,house,650000,for sale,4.0,183  m² square meters,Hyper equipped,,,,1  m²  square meter,,1  m²  square meter,314  m²  square meters,3.0,No,As new
10567909,,grandmetz,7900,house,villa,690000,for sale,4.0,360  m² square meters,Installed,,1.0,Yes,,,,6159  m²  square meters,4.0,,Good
10568427,Chaussée notre Dame Louvignies,braine-le-comte,7090,house,villa,725000,for sale,6.0,315  m² square meters,Hyper equipped,No,1.0,Yes,,Yes,,1588  m²  square meters,4.0,,Good
10569040,,incourt,1315,house,villa,945000,for sale,4.0,254  m² square meters,USA hyper equipped,,,,28  m²  square meters,,2400  m²  square meters,2762  m²  square meters,4.0,No,As new
10572719,Zone Centre Province du Luxembourg,neufchateau,6840,house,mansion,210000,for sale,6.0,282  m² square meters,Not installed,No,,,47  m²  square meters,,,170  m²  square meters,3.0,,To renovate
10573731,Bruxelles Centre,bruxelles,1000,house,house,250000,for sale,4.0,75  m² square meters,Installed,No,,,,,,17  m²  square meters,2.0,,To restore
10573855,,vosselare,9850,house,house,265000,for sale,3.0,145  m² square meters,Semi equipped,,,,,,650  m²  square meters,736  m²  square meters,4.0,,To restore
10572718,,bekkevoort,3460,house,house,615000,for sale,6.0,260  m² square meters,Installed,,,,,Yes,,1482  m²  square meters,4.0,,Good
10572878,,rixensart,1330,house,house,975000,for sale,5.0,300  m² square meters,Installed,No,,Yes,,,,1228  m²  square meters,4.0,Yes,Just renovated
10574994,,ronse,9600,house,house,1150000,for sale,12.0,750  m² square meters,Installed,,,Yes,,,,276  m²  square meters,,,Good
10574991,,ronse,9600,house,mixed use building,1150000,for sale,12.0,750  m² square meters,Installed,,,Yes,,,,276  m²  square meters,,,Good
10574996,,ronse,9600,house,other property,1895000,for sale,8.0,550  m² square meters,Installed,,1.0,Yes,,,,5432  m²  square meters,4.0,,Good
10574992,,ronse,9600,house,mansion,1895000,for sale,8.0,550  m² square meters,Installed,,1.0,Yes,,,,5432  m²  square meters,4.0,,Good
10306386,Grand Liège,seraing%20ougr%C3%A9e,4102,house,house,70000,for sale,2.0,75  m² square meters,Not installed,No,,,,,220  m²  square meters,302  m²  square meters,3.0,,To renovate
10527351,,huy,4500,house,house,89500,for sale,3.0,120  m² square meters,Semi equipped,,,,,,,55  m²  square meters,2.0,,To renovate
10459784,Grand Liège,seraing,4100,house,house,125000,for sale,2.0,61  m² square meters,Installed,No,,,,,,50  m²  square meters,2.0,No,Good
10475954,,seraing,4100,house,house,135000,for sale,2.0,87  m² square meters,Semi equipped,No,,,17  m²  square meters,,40  m²  square meters,120  m²  square meters,2.0,No,To be done up
10498768,Liège environs,liege,4000,house,house,139000,for sale,4.0,164  m² square meters,Not installed,No,,,65  m²  square meters,,199  m²  square meters,317  m²  square meters,3.0,No,To renovate
10547424,,ronse,9600,house,house,139000,for sale,3.0,145  m² square meters,Semi equipped,No,,,,,230  m²  square meters,300  m²  square meters,2.0,No,To be done up
