id,Neighbourhood or locality,location,Zip,Type,Subtype,Price,Transaction Type,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
10472336,,antwerpen,2180,house,house,429000,for sale,5.0,184  m² square meters,,,1.0,,,,108  m²  square meters,292  m²  square meters,3.0,No,Good
10549198,Belgium,strombeek-bever,1853,house,house,439000,for sale,4.0,190  m² square meters,USA installed,No,,,20  m²  square meters,,80  m²  square meters,204  m²  square meters,2.0,,Good
10358293,urbain,herstal,4040,house,apartment block,439000,for sale,7.0,260  m² square meters,,,,,40  m²  square meters,,591  m²  square meters,687  m²  square meters,2.0,,Good
10358292,urbain,herstal,4040,house,house,439000,for sale,7.0,260  m² square meters,,,,,40  m²  square meters,,591  m²  square meters,687  m²  square meters,2.0,,Good
10550652,,wemmel,1780,house,house,449000,for sale,3.0,233  m² square meters,Hyper equipped,,,,28  m²  square meters,,160  m²  square meters,342  m²  square meters,2.0,No,Good
10142685,Bruxelles Nord,jette,1090,house,house,449990,for sale,5.0,255  m² square meters,Installed,No,,,,,67  m²  square meters,149  m²  square meters,2.0,No,To be done up
10326484,,rixensart,1330,house,house,450000,for sale,5.0,253  m² square meters,Installed,,,,50  m²  square meters,,1060  m²  square meters,1398  m²  square meters,2.0,No,To renovate
10532770,Quartier Joli-Bois,waterloo,1410,house,house,450000,for sale,3.0,165  m² square meters,Installed,No,,Yes,,Yes,,311  m²  square meters,2.0,,Good
9844369,,oud-heverlee,3050,house,mixed use building,468000,for sale,3.0,278  m² square meters,USA hyper equipped,,,,,,300  m²  square meters,457  m²  square meters,3.0,,Good
10519571,,zaventem%20sint-stevens-woluwe,1932,house,house,479000,for sale,3.0,200  m² square meters,,No,,Yes,,,,330  m²  square meters,3.0,No,As new
10254156,,gr%C3%83ce-hollogne%20horion-hoz%C3%A9mont,4460,house,house,480000,for sale,4.0,313  m² square meters,Installed,No,,Yes,,,,440  m²  square meters,3.0,,Good
10475373,,ampsin,4540,house,house,490000,for sale,4.0,230  m² square meters,Installed,,,Yes,,Yes,,1086  m²  square meters,4.0,,As new
9895953,Bruxelles (19 communes),uccle,1180,house,villa,495000,for sale,2.0,106  m² square meters,USA installed,,,,,,,75  m²  square meters,3.0,,Good
10127212,,ruisbroek,2870,house,mansion,498000,for sale,4.0,250  m² square meters,Installed,,,Yes,,Yes,,1275  m²  square meters,3.0,,To be done up
10418899,,evere,1140,house,house,499000,for sale,6.0,280  m² square meters,,No,,,10  m²  square meters,,35  m²  square meters,120  m²  square meters,2.0,,To be done up
10515770,,vilvoorde,1800,house,apartment block,499000,for sale,6.0,180  m² square meters,,Yes,,,,,,80  m²  square meters,2.0,,Just renovated
10524556,Faubourg,waterloo,1410,house,villa,500000,for sale,2.0,105  m² square meters,Hyper equipped,No,1.0,,,Yes,,1098  m²  square meters,4.0,,Good
10544671,Belgium,laeken,1020,house,apartment block,529000,for sale,5.0,300  m² square meters,Installed,No,,,20  m²  square meters,,80  m²  square meters,230  m²  square meters,2.0,No,To renovate
9792725,Toutes les communes,braine-l%27alleud,1420,house,house,549000,for sale,6.0,330  m² square meters,Semi equipped,No,,Yes,,,380  m²  square meters,555  m²  square meters,3.0,Yes,Good
9789688,Toutes les communes,braine-l%27alleud%20lillois-witterz%C3%A9e,1428,house,house,549000,for sale,6.0,330  m² square meters,Semi equipped,No,,Yes,,,380  m²  square meters,555  m²  square meters,3.0,Yes,Good
10454633,,brasschaat,2930,house,house,549500,for sale,3.0,152  m² square meters,Hyper equipped,No,,Yes,,,,305  m²  square meters,4.0,,As new
10486061,,dilbeek,1701,house,house,550000,for sale,4.0,252  m² square meters,Installed,No,,Yes,,,,881  m²  square meters,3.0,,Good
10321200,Bruxelles (19 communes),ixelles,1050,house,house,575000,for sale,4.0,225  m² square meters,,No,,Yes,,,35  m²  square meters,118  m²  square meters,2.0,,To renovate
10546376,,wielsbeke,8710,house,villa,579000,for sale,4.0,250  m² square meters,Installed,,,Yes,,,,801  m²  square meters,4.0,,Good
10438259,R Auderghem Boitsfort,auderghem,1160,house,house,585000,for sale,4.0,155  m² square meters,USA semi equipped,No,,,6  m²  square meters,,40  m²  square meters,135  m²  square meters,3.0,,To be done up
10549935,PAGODES/DEWAND,laeken,1020,house,house,595000,for sale,5.0,340  m² square meters,Installed,No,,,20  m²  square meters,,180  m²  square meters,350  m²  square meters,2.0,,Good
10230605,Bruxelles (19 communes),molenbeek-saint-jean,1080,house,apartment block,595000,for sale,7.0,330  m² square meters,Installed,No,,,15  m²  square meters,,,122  m²  square meters,2.0,No,Good
10230604,Bruxelles (19 communes),koekelberg,1081,house,apartment block,595000,for sale,7.0,330  m² square meters,Installed,No,,,15  m²  square meters,,,122  m²  square meters,2.0,No,Good
10367111,Bruxelles Est,schaerbeek,1030,house,apartment block,600000,for sale,9.0,370  m² square meters,USA installed,No,,,8  m²  square meters,,,370  m²  square meters,2.0,No,Good
10506560,Quartier Georges Henri,woluwe-saint-lambert,1200,house,mixed use building,640000,for sale,1.0,200  m² square meters,Installed,No,,,10  m²  square meters,,,200  m²  square meters,2.0,,Good
10440284,Liège,amay,4540,house,house,645000,for sale,7.0,366  m² square meters,Installed,No,,,50  m²  square meters,,600  m²  square meters,930  m²  square meters,4.0,,As new
10421148,,antwerp%206,2060,house,house,649000,for sale,4.0,255  m² square meters,Installed,,,,,,27  m²  square meters,125  m²  square meters,2.0,,Just renovated
10441890,Toutes les communes,uccle,1180,house,mixed use building,650000,for sale,2.0,176  m² square meters,Installed,No,,,,,90  m²  square meters,165  m²  square meters,2.0,No,Good
10472348,Liège,liege,4000,house,villa,650000,for sale,7.0,423  m² square meters,Installed,No,,Yes,,,,730  m²  square meters,4.0,,To be done up
10544539,Visé,vis%C3%A9,4600,house,apartment block,675000,for sale,7.0,664  m² square meters,Installed,No,,Yes,,,,751  m²  square meters,3.0,,To be done up
9618806,Toutes les communes,saint-gilles,1060,house,house,695000,for sale,5.0,256  m² square meters,Installed,No,,,,,8  m²  square meters,256  m²  square meters,2.0,No,Good
9617516,Toutes les communes,saint-gilles,1060,house,mixed use building,695000,for sale,5.0,256  m² square meters,Installed,No,,,,,8  m²  square meters,256  m²  square meters,2.0,No,Good
10531257,Est de Bruxelles + VL,zaventem%20sint-stevens-woluwe,1932,house,house,699000,for sale,4.0,250  m² square meters,USA hyper equipped,No,,,50  m²  square meters,,225  m²  square meters,477  m²  square meters,3.0,No,As new
10086163,,grimbergen,1850,house,house,749500,for sale,5.0,419  m² square meters,USA hyper equipped,No,,Yes,,,,646  m²  square meters,4.0,No,As new
10491328,R Etterbeek Ixelles,etterbeek,1040,house,house,750000,for sale,4.0,215  m² square meters,USA semi equipped,No,,,30  m²  square meters,,130  m²  square meters,210  m²  square meters,2.0,No,Good
10379728,,uccle,1180,house,mixed use building,750000,for sale,4.0,286  m² square meters,USA hyper equipped,No,,,20  m²  square meters,,55  m²  square meters,185  m²  square meters,2.0,No,Good
10527371,Quartier Plateau de l'Ange,waterloo,1410,house,villa,770000,for sale,5.0,250  m² square meters,Installed,No,1.0,,40  m²  square meters,,1800  m²  square meters,2473  m²  square meters,4.0,,To restore
10547836,,saint-gilles,1060,house,house,780000,for sale,5.0,204  m² square meters,,No,,,,,,80  m²  square meters,2.0,No,To be done up
10218031,R Schaerbeek,woluwe-saint-lambert,1200,house,house,795000,for sale,6.0,400  m² square meters,Not installed,,,Yes,,,105  m²  square meters,360  m²  square meters,2.0,,To renovate
10323880,,spa,4900,house,villa,845000,for sale,3.0,346  m² square meters,Installed,No,,Yes,,,,3375  m²  square meters,4.0,,To be done up
10488148,,bruxelles,1000,house,apartment block,849000,for sale,5.0,230  m² square meters,Hyper equipped,Yes,,,20  m²  square meters,,,230  m²  square meters,2.0,,As new
10446197,Bruxelles Est,evere,1140,house,house,850000,for sale,5.0,305  m² square meters,USA hyper equipped,,,Yes,,,,500  m²  square meters,2.0,,Good
9258406,Bruxelles Est,evere,1140,house,house,850000,for sale,5.0,305  m² square meters,USA hyper equipped,,,Yes,,,,500  m²  square meters,2.0,,Good
10412550,,wezembeek-oppem,1970,house,villa,895000,for sale,3.0,175  m² square meters,USA hyper equipped,,,,50  m²  square meters,,500  m²  square meters,1000  m²  square meters,4.0,No,As new
10399826,R Woluwe,etterbeek,1040,house,apartment block,925000,for sale,4.0,270  m² square meters,USA hyper equipped,No,,,32  m²  square meters,,,130  m²  square meters,2.0,,Good
10399825,R Woluwe,woluwe-saint-lambert,1200,house,apartment block,925000,for sale,4.0,270  m² square meters,USA hyper equipped,No,,,32  m²  square meters,,,130  m²  square meters,2.0,,Good
10453054,,roosdaal,1760,house,house,940000,for sale,4.0,265  m² square meters,Hyper equipped,No,,,,,3000  m²  square meters,3300  m²  square meters,4.0,,Just renovated
10541573,Knokke,knokke-heist%20knokke,8300,house,house,950000,for sale,4.0,200  m² square meters,Hyper equipped,No,,Yes,,,,220  m²  square meters,2.0,,As new
10438244,1 - Bruxelles Est,wezembeek-oppem,1970,house,house,975000,for sale,4.0,260  m² square meters,Hyper equipped,No,,,30  m²  square meters,,300  m²  square meters,590  m²  square meters,4.0,No,As new
10513442,BOIS DE LA CAMBRE - FLORIDE - MONTJOIE,uccle,1180,house,house,1080000,for sale,5.0,300  m² square meters,Semi equipped,No,1.0,Yes,,Yes,,360  m²  square meters,3.0,,To be done up
10280068,Est de Bruxelles + VL,kraainem,1950,house,villa,1100000,for sale,4.0,280  m² square meters,Installed,No,,Yes,,,1200  m²  square meters,1546  m²  square meters,4.0,No,As new
10180409,,plombi%C3%A8res,4850,house,castle,1100000,for sale,11.0,850  m² square meters,Installed,No,,Yes,,,,15000  m²  square meters,4.0,Yes,To renovate
10241855,,wezembeek-oppem,1970,house,house,1150000,for sale,4.0,350  m² square meters,Hyper equipped,No,,Yes,,,540  m²  square meters,690  m²  square meters,4.0,No,As new
10388227,R Woluwe,woluwe-saint-lambert,1200,house,apartment block,1190000,for sale,6.0,384  m² square meters,USA hyper equipped,No,,,15  m²  square meters,,60  m²  square meters,140  m²  square meters,2.0,,Good
10479350,Bruxelles (19 communes),uccle,1180,house,house,1285000,for sale,5.0,270  m² square meters,Hyper equipped,No,,,70  m²  square meters,,,308  m²  square meters,2.0,No,Good
10429286,,woluwe-saint-pierre,1150,house,apartment block,1400000,for sale,,296  m² square meters,Not installed,No,,,,,,120  m²  square meters,2.0,No,To be done up
10161786,1 - Bruxelles Est,woluwe-saint-lambert,1200,house,mixed use building,1450000,for sale,4.0,283  m² square meters,Hyper equipped,No,,,,,,83  m²  square meters,2.0,,Good
10530143,Quartier Ermite,braine-l%27alleud,1420,house,mixed use building,1450000,for sale,6.0,650  m² square meters,Hyper equipped,No,1.0,,140  m²  square meters,Yes,,15092  m²  square meters,4.0,,Good
10530126,Quartier Ermite,braine-le-chateau,1440,house,villa,1450000,for sale,6.0,650  m² square meters,Hyper equipped,No,1.0,,140  m²  square meters,,14500  m²  square meters,15092  m²  square meters,4.0,,Good
10418856,,ixelles,1050,house,house,1490000,for sale,5.0,436  m² square meters,Installed,No,1.0,Yes,,,,700  m²  square meters,3.0,No,As new
10537760,,uccle,1180,house,exceptional property,1695000,for sale,6.0,410  m² square meters,Hyper equipped,No,,Yes,,,485  m²  square meters,675  m²  square meters,2.0,No,Good
10250368,,deerlijk,8540,house,apartment block,2195000,for sale,14.0,688  m² square meters,USA hyper equipped,No,,Yes,,,,400  m²  square meters,4.0,No,As new
10420054,Bruxelles (19 communes),jette,1090,house,apartment block,2250000,for sale,21.0,782  m² square meters,,No,,,25  m²  square meters,,275  m²  square meters,455  m²  square meters,3.0,,Good
10301612,3. BRABANT FLAMAND,kraainem,1950,house,house,2750000,for sale,6.0,650  m² square meters,Installed,No,,Yes,,,,5127  m²  square meters,4.0,Yes,To be done up
10250748,Brussels,uccle,1180,house,villa,2950000,for sale,5.0,515  m² square meters,Hyper equipped,No,,,40  m²  square meters,,6057  m²  square meters,6057  m²  square meters,4.0,No,Good
10288672,Knokke,knokke-heist%20knokke,8300,house,villa,3895000,for sale,5.0,377  m² square meters,Hyper equipped,No,,Yes,,,,861  m²  square meters,3.0,Yes,As new
10553455,,antwerp,2020,house,house,349000,for sale,4.0,159  m² square meters,Installed,,,,,,35  m²  square meters,142  m²  square meters,2.0,,As new
10553335,,zoerle-parwijs,2260,house,house,349000,for sale,4.0,188  m² square meters,Installed,,,,,Yes,,1150  m²  square meters,4.0,,Good
10553334,,paal,3583,house,house,349000,for sale,3.0,208  m² square meters,Semi equipped,,1.0,,,,,1682  m²  square meters,4.0,,Good
10554193,,steenokkerzeel,1820,house,house,599000,for sale,5.0,350  m² square meters,Installed,,,,,,840  m²  square meters,984  m²  square meters,4.0,,Good
10553896,,mechelen,2800,house,villa,620000,for sale,5.0,424  m² square meters,Installed,,,,37  m²  square meters,,2577  m²  square meters,3126  m²  square meters,4.0,,Good
10572910,9120 Beveren met deelgemeenten,beveren,9120,house,house,415000,for sale,3.0,235  m² square meters,Not installed,,,,30  m²  square meters,,175  m²  square meters,290  m²  square meters,2.0,No,As new
10559389,,luttre,6238,house,villa,398000,for sale,3.0,148  m² square meters,Installed,No,,,30  m²  square meters,,700  m²  square meters,1436  m²  square meters,4.0,No,Good
10559145,,virton,6760,house,apartment block,475000,for sale,,250  m² square meters,,No,,,,,,97  m²  square meters,3.0,,Just renovated
10563737,,la%20louvi%C3%A8re%20str%C3%A9py-bracquegnies,7110,house,house,125000,for sale,2.0,137  m² square meters,Installed,,,Yes,,,,204  m²  square meters,2.0,No,Good
10087090,,thuin,6530,house,house,289000,for sale,3.0,114  m² square meters,Installed,,,,25  m²  square meters,,274  m²  square meters,274  m²  square meters,3.0,,
10087089,,thuin,6530,house,house,299000,for sale,3.0,114  m² square meters,Installed,,,,25  m²  square meters,,317  m²  square meters,317  m²  square meters,4.0,,
10449114,Zone Centre Province du Luxembourg,libin,6890,house,house,314900,for sale,3.0,124  m² square meters,Not installed,No,,,8  m²  square meters,,257  m²  square meters,320  m²  square meters,3.0,No,
10513295,,kapelle-op-den-bos,1880,house,house,320000,for sale,3.0,155  m² square meters,Semi equipped,,1.0,,,Yes,,315  m²  square meters,3.0,,To be done up
10547303,Gent en omstreken,gavere,9890,house,house,353500,for sale,3.0,171  m² square meters,Hyper equipped,No,,,9  m²  square meters,,15  m²  square meters,195  m²  square meters,2.0,No,As new
10547305,Gent en omstreken,gavere,9890,house,house,358500,for sale,3.0,174  m² square meters,Hyper equipped,No,,,9  m²  square meters,,15  m²  square meters,198  m²  square meters,3.0,No,As new
10547299,Gent en omstreken,gavere,9890,house,house,358500,for sale,3.0,174  m² square meters,Hyper equipped,No,,,9  m²  square meters,,15  m²  square meters,198  m²  square meters,2.0,No,As new
10547301,Gent en omstreken,gavere,9890,house,house,363500,for sale,3.0,176  m² square meters,Hyper equipped,No,,,9  m²  square meters,,15  m²  square meters,200  m²  square meters,2.0,No,As new
10524211,,affligem,1790,house,house,377500,for sale,3.0,222  m² square meters,USA hyper equipped,No,,Yes,,,,245  m²  square meters,3.0,No,As new
10545372,Gent en omstreken,gavere,9890,house,house,388500,for sale,3.0,197  m² square meters,Hyper equipped,No,,,10  m²  square meters,,16  m²  square meters,223  m²  square meters,3.0,No,As new
10563058,,lot,1651,house,house,449000,for sale,3.0,205  m² square meters,Semi equipped,,,Yes,,,,775  m²  square meters,2.0,,Just renovated
10504970,,anzegem,8570,house,house,485000,for sale,2.0,194  m² square meters,USA hyper equipped,,,,9  m²  square meters,,270  m²  square meters,613  m²  square meters,3.0,,
10563789,Vlaamse Ardennen,ronse,9600,house,exceptional property,495000,for sale,5.0,305  m² square meters,Hyper equipped,No,,,30  m²  square meters,,445  m²  square meters,620  m²  square meters,3.0,No,Good
10564603,,sint-katelijne-waver,2860,house,house,598000,for sale,4.0,410  m² square meters,Semi equipped,,1.0,Yes,,Yes,,607  m²  square meters,4.0,,Good
10564298,,auderghem,1160,house,house,695000,for sale,4.0,200  m² square meters,,,,,,,,137  m²  square meters,2.0,No,Good
10564994,,drongen,9031,house,house,799000,for sale,5.0,379  m² square meters,Installed,,,,,,,1925  m²  square meters,4.0,,To be done up
10516268,1 - Bruxelles Est,woluwe-saint-lambert,1200,house,house,825000,for sale,3.0,225  m² square meters,,No,,,18  m²  square meters,,17  m²  square meters,105  m²  square meters,2.0,No,As new
10565138,,brasschaat,2930,house,house,1050000,for sale,3.0,269  m² square meters,Installed,,,Yes,,Yes,,895  m²  square meters,4.0,,As new
10564431,,berchem,2600,house,mansion,1095000,for sale,5.0,360  m² square meters,Installed,,,,,,166  m²  square meters,271  m²  square meters,2.0,,Good
10564050,Brabant Flamand,wezembeek-oppem,1970,house,exceptional property,1549000,for sale,5.0,400  m² square meters,USA hyper equipped,,,,16  m²  square meters,,1035  m²  square meters,1167  m²  square meters,4.0,Yes,As new
10570248,,deinze,9800,house,house,374000,for sale,3.0,115  m² square meters,Hyper equipped,No,,,10  m²  square meters,,360  m²  square meters,589  m²  square meters,4.0,,To be done up
10571669,,mont-de-l%27enclus,7750,house,mixed use building,398000,for sale,2.0,122  m² square meters,Installed,,,,20  m²  square meters,,,122  m²  square meters,,,Good
10571723,,schilde,2970,house,house,499000,for sale,4.0,202  m² square meters,Installed,,1.0,,,Yes,,1941  m²  square meters,4.0,,Good
10571842,,zoersel,2980,house,house,1150000,for sale,3.0,304  m² square meters,USA installed,,,Yes,,Yes,,2800  m²  square meters,4.0,Yes,Good
10571779,,beersel,1650,house,house,1350000,for sale,4.0,418  m² square meters,Hyper equipped,,1.0,Yes,,,,2873  m²  square meters,4.0,,Good
10576595,,eindhout,2430,house,house,295000,for sale,3.0,151  m² square meters,Semi equipped,,1.0,Yes,,Yes,,288  m²  square meters,2.0,,To renovate
10576631,,uccle,1180,house,house,535000,for sale,4.0,170  m² square meters,USA hyper equipped,No,,,20  m²  square meters,,250  m²  square meters,345  m²  square meters,2.0,No,To be done up
10576089,BLEGNY/BARCHON/DALHEM,bl%C3%A9gny,4672,house,house,550000,for sale,4.0,242  m² square meters,Installed,No,,,91  m²  square meters,,1323  m²  square meters,1615  m²  square meters,4.0,No,As new
10576449,,zaventem%20sterrebeek,1933,house,house,1699000,for sale,6.0,500  m² square meters,Installed,No,,,120  m²  square meters,,4000  m²  square meters,5821  m²  square meters,4.0,No,To be done up
10578813,3 - KNOKKE,knokke-heist,8300,house,exceptional property,3890000,for sale,4.0,589  m² square meters,USA hyper equipped,,,Yes,,,1389  m²  square meters,1389  m²  square meters,4.0,Yes,As new
10551965,Hannut et 5 kms,burdinne%20marneffe,4210,house,villa,425000,for sale,3.0,150  m² square meters,USA semi equipped,No,,,20  m²  square meters,,700  m²  square meters,1111  m²  square meters,4.0,,As new
10555664,Brabantse kouter,londerzeel,1840,house,country cottage,1275000,for sale,6.0,500  m² square meters,Semi equipped,,1.0,,,,,17000  m²  square meters,4.0,,To be done up
10575887,Projets Bruxelles Sud,uccle,1180,house,house,774500,for sale,3.0,225  m² square meters,USA hyper equipped,No,,,17  m²  square meters,,,186  m²  square meters,2.0,No,As new
10562351,,halle,1500,house,house,345000,for sale,3.0,120  m² square meters,Semi equipped,,,Yes,,,,514  m²  square meters,2.0,,Just renovated
10560721,Verviers,theux,4910,house,house,385000,for sale,5.0,277  m² square meters,Semi equipped,No,,,,,1400  m²  square meters,1750  m²  square meters,3.0,,To be done up
10561189,Brabant Wallon,rixensart,1330,house,house,480000,for sale,3.0,150  m² square meters,Installed,No,,Yes,,,500  m²  square meters,659  m²  square meters,4.0,No,Good
10561315,,dworp,1653,house,house,695000,for sale,5.0,253  m² square meters,Semi equipped,,1.0,,,,,,4.0,,To be done up
10562194,Brussels ZE,etterbeek,1040,house,apartment block,2900000,for sale,,,Installed,No,,,45  m²  square meters,,450  m²  square meters,700  m²  square meters,2.0,No,Good
10567792,,la%20calamine,4720,house,house,189000,for sale,3.0,120  m² square meters,Semi equipped,,,,40  m²  square meters,,10  m²  square meters,160  m²  square meters,4.0,,To renovate
10569328,,kapellen,2950,house,villa,895000,for sale,6.0,394  m² square meters,Installed,,1.0,,,Yes,,3282  m²  square meters,4.0,,As new
10575208,,modave,4577,house,house,249000,for sale,3.0,167  m² square meters,Installed,,,Yes,,Yes,,1762  m²  square meters,3.0,,Good
10573877,,ronse,9600,house,house,260000,for sale,5.0,500  m² square meters,,,,,,,,612  m²  square meters,2.0,,To renovate
10570810,,libin,6890,house,house,285000,for sale,4.0,130  m² square meters,Hyper equipped,,,,55  m²  square meters,Yes,,1200  m²  square meters,4.0,,To be done up
10479945,,quaregnon,7390,house,villa,295000,for sale,2.0,137  m² square meters,Installed,,1.0,Yes,,Yes,,1590  m²  square meters,4.0,,Just renovated
10573923,,de%20pinte,9840,house,villa,385000,for sale,3.0,120  m² square meters,Semi equipped,,,,,,,866  m²  square meters,4.0,,
10574117,,bruxelles,1000,house,house,535000,for sale,6.0,314  m² square meters,,,,,,,,76  m²  square meters,,,To be done up
10573913,,waterloo,1410,house,villa,965000,for sale,6.0,333  m² square meters,Hyper equipped,No,,Yes,,,881  m²  square meters,881  m²  square meters,4.0,No,As new
10577382,,bierset,4460,house,house,249000,for sale,4.0,205  m² square meters,Semi equipped,,1.0,,10  m²  square meters,,700  m²  square meters,1210  m²  square meters,3.0,,Good
10577385,,oudenaarde,9700,house,house,285000,for sale,3.0,154  m² square meters,,No,,,,,,1415  m²  square meters,3.0,,To renovate
10577074,,ronse,9600,house,house,345000,for sale,2.0,279  m² square meters,,No,,,41  m²  square meters,,,220  m²  square meters,2.0,,To renovate
10577520,,arlon,6700,house,house,650000,for sale,5.0,320  m² square meters,Hyper equipped,,,,55  m²  square meters,,,1993  m²  square meters,4.0,,Good
10577012,,meise,1860,house,villa,789000,for sale,4.0,158  m² square meters,,No,,,,,,892  m²  square meters,4.0,No,Good
10394122,,comblain-fairon,4180,house,house,25000,for sale,3.0,140  m² square meters,Installed,,1.0,,,,,917  m²  square meters,4.0,,Good
10386833,,courcelles,6180,house,house,79000,for sale,2.0,108  m² square meters,Semi equipped,,,,,,600  m²  square meters,785  m²  square meters,2.0,,Good
10341801,,menen,8930,house,house,89000,for sale,2.0,130  m² square meters,Semi equipped,,,,4  m²  square meters,,,80  m²  square meters,2.0,,To renovate
10301018,Centre,la%20louvi%C3%88re,7100,house,house,95000,for sale,2.0,92  m² square meters,Installed,,,Yes,,,200  m²  square meters,270  m²  square meters,2.0,,To renovate
10519350,,huy,4500,house,house,119000,for sale,3.0,120  m² square meters,Not installed,,,,,,255  m²  square meters,335  m²  square meters,2.0,,To renovate
10522675,,amay,4540,house,house,135000,for sale,1.0,70  m² square meters,Semi equipped,,,Yes,,Yes,,540  m²  square meters,2.0,,Good
10235825,,la%20louviere,7100,house,house,135000,for sale,3.0,170  m² square meters,Semi equipped,No,,Yes,,,,258  m²  square meters,2.0,No,To be done up
10487438,,souvret,6180,house,house,139000,for sale,3.0,120  m² square meters,Installed,No,,,20  m²  square meters,,460  m²  square meters,710  m²  square meters,2.0,No,Good
10385639,,herstal,4040,house,house,155000,for sale,3.0,100  m² square meters,Semi equipped,,,,40  m²  square meters,,40  m²  square meters,115  m²  square meters,2.0,,To be done up
10549182,,wilrijk,2610,house,mixed use building,159000,for sale,2.0,81  m² square meters,Installed,,,,3  m²  square meters,,,6170  m²  square meters,4.0,,Good
10219752,urbain,wandre,4020,house,house,159000,for sale,2.0,90  m² square meters,Semi equipped,,,,35  m²  square meters,,,92  m²  square meters,2.0,,Good
10489126,,chaudfontaine,4051,house,house,159000,for sale,3.0,95  m² square meters,Installed,No,,,,,,40  m²  square meters,2.0,,Good
10466513,Zone Centre Province du Luxembourg,neufchateau,6840,house,house,160000,for sale,3.0,150  m² square meters,USA installed,No,,,,,,66  m²  square meters,3.0,,Just renovated
10446378,,herstal,4040,house,house,169000,for sale,4.0,121  m² square meters,Semi equipped,,,,25  m²  square meters,,170  m²  square meters,228  m²  square meters,3.0,,To be done up
10545924,,fl%C3%89malle,4400,house,villa,169000,for sale,2.0,186  m² square meters,Semi equipped,,,,13  m²  square meters,,1481  m²  square meters,1633  m²  square meters,4.0,,To renovate
10511245,,ronse,9600,house,house,169000,for sale,3.0,150  m² square meters,Not installed,,,,,,80  m²  square meters,170  m²  square meters,2.0,No,To be done up
10215496,,roux,6044,house,house,170000,for sale,3.0,145  m² square meters,Installed,No,,,30  m²  square meters,,70  m²  square meters,220  m²  square meters,2.0,No,As new
10539209,Nieuw Borgerhout,deurne,2100,house,mixed use building,174000,for sale,2.0,76  m² square meters,Installed,,,,,,,76  m²  square meters,2.0,,Good
10539208,Nieuw Borgerhout,borgerhout,2140,house,mixed use building,174000,for sale,2.0,76  m² square meters,Installed,,,,,,,76  m²  square meters,2.0,,Good
10443326,,burdinne,4210,house,country cottage,179000,for sale,2.0,147  m² square meters,Semi equipped,,,,,,3750  m²  square meters,4000  m²  square meters,4.0,,Good
10402016,,sint-gillis-dendermonde,9200,house,house,179900,for sale,5.0,289  m² square meters,Semi equipped,,,,,Yes,,170  m²  square meters,2.0,,To renovate
10531212,Liège,li%C3%A8ge%20angleur,4031,house,house,189000,for sale,2.0,150  m² square meters,Not installed,No,,,24  m²  square meters,,,100  m²  square meters,2.0,No,To be done up
10307424,,gouy-lez-pi%C3%A9ton,6181,house,house,189000,for sale,2.0,110  m² square meters,Installed,No,,,20  m²  square meters,,,110  m²  square meters,3.0,No,As new
10429173,Calme,oth%C3%89e,4340,house,house,190000,for sale,3.0,250  m² square meters,Semi equipped,,,,24  m²  square meters,,,271  m²  square meters,3.0,,To be done up
10443806,,leuze-en-hainaut,7900,house,house,195000,for sale,2.0,112  m² square meters,Hyper equipped,No,,,49  m²  square meters,,122  m²  square meters,220  m²  square meters,4.0,,Good
10473355,,huy,4500,house,house,209000,for sale,3.0,173  m² square meters,Installed,,,,20  m²  square meters,,50  m²  square meters,140  m²  square meters,2.0,,Just renovated
10172358,,vance,6741,house,house,210000,for sale,3.0,387  m² square meters,Semi equipped,,,,,Yes,,427  m²  square meters,3.0,,To renovate
10348901,"Trooz, Nessonvaux, Fraipont",trooz,4870,house,house,219000,for sale,3.0,100  m² square meters,Installed,No,,Yes,,,70  m²  square meters,180  m²  square meters,3.0,No,Good
10508832,,vielsalm,6690,house,house,220000,for sale,3.0,150  m² square meters,Hyper equipped,,,Yes,,,147  m²  square meters,211  m²  square meters,4.0,No,Good
10539039,,athus,6791,house,house,220000,for sale,2.0,92  m² square meters,Semi equipped,,,,,Yes,,160  m²  square meters,2.0,,To renovate
10501779,NeufchÃteau,neufch%C3%83teau,6840,house,house,220000,for sale,3.0,172  m² square meters,Semi equipped,No,,,42  m²  square meters,,200  m²  square meters,370  m²  square meters,3.0,No,To be done up
10197203,,ougr%C3%A9e,4102,house,apartment block,229000,for sale,4.0,205  m² square meters,Semi equipped,,,,35  m²  square meters,,,252  m²  square meters,4.0,,To be done up
10481740,,wanze,4520,house,house,229000,for sale,4.0,150  m² square meters,Semi equipped,,,,5  m²  square meters,,110  m²  square meters,400  m²  square meters,4.0,,Good
10524757,,amay,4540,house,house,229000,for sale,4.0,215  m² square meters,Installed,,,,,,530  m²  square meters,709  m²  square meters,3.0,,Good
10537276,,huy,4500,house,house,230000,for sale,3.0,125  m² square meters,Semi equipped,,,Yes,,Yes,,327  m²  square meters,4.0,,To be done up
10503559,,la%20louvi%C3%A8re%20houdeng-aimeries,7110,house,house,235000,for sale,3.0,171  m² square meters,Installed,No,,Yes,,,75  m²  square meters,230  m²  square meters,2.0,No,Good
10483081,,andenne,5300,house,house,239000,for sale,3.0,121  m² square meters,Not installed,,,,25  m²  square meters,Yes,,671  m²  square meters,4.0,,To be done up
